Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
BTS Festival,2024-09-15,Sydney Opera House,Berlin,UK,Country,Ed Sheeran,"Billie Eilish, The Weeknd, Adele",$180 - $400,Festival,38588,Postponed,https://mockticketmaster.com/event/30372,Mock Promoter 2
Beyoncé Concert,2024-11-07,Royal Albert Hall,Los Angeles,India,Electronic,Taylor Swift,The Weeknd,$129 - $225,Festival,11499,Scheduled,https://mockticketmaster.com/event/68175,Mock Promoter 7
Billie Eilish Festival,2024-11-13,Sydney Opera House,Berlin,USA,Electronic,The Weeknd,"Billie Eilish, Ed Sheeran",$23 - $385,Concert,79397,Cancelled,https://mockticketmaster.com/event/75727,Mock Promoter 6
BTS Festival,2024-11-03,Madison Square Garden,Tokyo,UK,Pop,Billie Eilish,"Billie Eilish, Taylor Swift",$49 - $431,Concert,39418,Cancelled,https://mockticketmaster.com/event/63466,Mock Promoter 8
Billie Eilish Concert,2024-08-27,Hollywood Bowl,Los Angeles,Japan,Electronic,Adele,Ed Sheeran,$75 - $472,Festival,50877,Cancelled,https://mockticketmaster.com/event/49770,Mock Promoter 3
Adele Festival,2024-12-07,Hollywood Bowl,Tokyo,Germany,R&B,Billie Eilish,"Drake, Ed Sheeran, BTS",$190 - $206,Concert,76205,Cancelled,https://mockticketmaster.com/event/59426,Mock Promoter 7
Ed Sheeran Festival,2024-10-04,Hollywood Bowl,Paris,Japan,Classical,Billie Eilish,Ed Sheeran,$107 - $428,Concert,87194,Postponed,https://mockticketmaster.com/event/87645,Mock Promoter 5
Ed Sheeran Concert,2025-01-15,Madison Square Garden,Mumbai,Japan,Classical,Drake,"The Weeknd, Ed Sheeran, Beyoncé",$115 - $241,Festival,92133,Scheduled,https://mockticketmaster.com/event/29103,Mock Promoter 3
Beyoncé Festival,2024-08-14,Royal Albert Hall,Los Angeles,Japan,R&B,Taylor Swift,Beyoncé,$133 - $424,Concert,4036,Scheduled,https://mockticketmaster.com/event/43128,Mock Promoter 3
Taylor Swift Concert,2024-09-12,Hollywood Bowl,Sydney,France,R&B,Ed Sheeran,"Ed Sheeran, Beyoncé",$149 - $336,Concert,23051,Rescheduled,https://mockticketmaster.com/event/53235,Mock Promoter 2
Ed Sheeran Festival,2024-11-08,O2 Arena,Sydney,Germany,Pop,Taylor Swift,The Weeknd,$101 - $309,Concert,99034,Postponed,https://mockticketmaster.com/event/94230,Mock Promoter 8
The Weeknd Festival,2024-11-18,O2 Arena,New York,Japan,R&B,The Weeknd,"Beyoncé, BTS, Billie Eilish",$156 - $321,Festival,39469,Scheduled,https://mockticketmaster.com/event/16480,Mock Promoter 7
Ed Sheeran Festival,2024-11-15,Madison Square Garden,Mumbai,Japan,R&B,The Weeknd,"BTS, Ed Sheeran",$38 - $400,Concert,97706,Rescheduled,https://mockticketmaster.com/event/36752,Mock Promoter 8
Adele Festival,2024-09-08,Hollywood Bowl,Tokyo,Australia,Electronic,Ed Sheeran,"Drake, BTS",$178 - $219,Festival,93290,Postponed,https://mockticketmaster.com/event/55514,Mock Promoter 5
Billie Eilish Concert,2024-10-15,O2 Arena,London,Japan,Classical,The Weeknd,,$189 - $473,Concert,16010,Scheduled,https://mockticketmaster.com/event/18199,Mock Promoter 4
Taylor Swift Concert,2025-01-03,Hollywood Bowl,Berlin,Australia,Classical,Ed Sheeran,"The Weeknd, Ed Sheeran",$104 - $306,Concert,46932,Rescheduled,https://mockticketmaster.com/event/34636,Mock Promoter 3
Ed Sheeran Festival,2024-12-30,Royal Albert Hall,Paris,India,Rock,Adele,"Ed Sheeran, BTS",$171 - $267,Festival,61572,Scheduled,https://mockticketmaster.com/event/45654,Mock Promoter 2
BTS Concert,2024-11-21,Sydney Opera House,Berlin,UK,R&B,The Weeknd,"The Weeknd, Beyoncé",$49 - $472,Concert,94447,Postponed,https://mockticketmaster.com/event/68847,Mock Promoter 3
BTS Concert,2024-09-28,O2 Arena,Tokyo,Australia,Electronic,Ed Sheeran,Beyoncé,$69 - $255,Concert,40105,Postponed,https://mockticketmaster.com/event/19441,Mock Promoter 1
Adele Festival,2024-09-28,O2 Arena,Paris,India,Country,Drake,"Billie Eilish, BTS",$94 - $280,Festival,80739,Cancelled,https://mockticketmaster.com/event/80450,Mock Promoter 6
Taylor Swift Concert,2024-12-23,Royal Albert Hall,Paris,UK,Country,Billie Eilish,,$69 - $212,Concert,42689,Scheduled,https://mockticketmaster.com/event/60458,Mock Promoter 3
The Weeknd Concert,2024-11-26,Sydney Opera House,New York,France,Hip Hop,Taylor Swift,"The Weeknd, Beyoncé",$84 - $391,Concert,69926,Postponed,https://mockticketmaster.com/event/15161,Mock Promoter 2
Adele Concert,2024-09-20,Sydney Opera House,Los Angeles,Germany,Electronic,The Weeknd,"The Weeknd, Adele",$71 - $367,Concert,62344,Scheduled,https://mockticketmaster.com/event/84848,Mock Promoter 9
Beyoncé Festival,2025-01-23,Hollywood Bowl,Paris,Australia,Electronic,BTS,"BTS, The Weeknd, Ed Sheeran",$68 - $461,Concert,64922,Scheduled,https://mockticketmaster.com/event/10882,Mock Promoter 5
Taylor Swift Concert,2024-11-11,Royal Albert Hall,Paris,Germany,Pop,Billie Eilish,The Weeknd,$115 - $326,Concert,50516,Cancelled,https://mockticketmaster.com/event/77641,Mock Promoter 2
The Weeknd Festival,2024-11-16,O2 Arena,London,Japan,Pop,The Weeknd,,$182 - $429,Concert,5945,Cancelled,https://mockticketmaster.com/event/10995,Mock Promoter 2
Beyoncé Festival,2024-09-22,Madison Square Garden,Tokyo,France,Jazz,Adele,"The Weeknd, BTS",$57 - $297,Concert,35350,Postponed,https://mockticketmaster.com/event/58070,Mock Promoter 3
BTS Concert,2024-09-04,Royal Albert Hall,Mumbai,France,Country,Drake,BTS,$41 - $382,Festival,97754,Scheduled,https://mockticketmaster.com/event/63612,Mock Promoter 9
Ed Sheeran Concert,2024-10-09,Royal Albert Hall,London,USA,R&B,The Weeknd,Taylor Swift,$143 - $207,Concert,1290,Postponed,https://mockticketmaster.com/event/14416,Mock Promoter 6
Drake Concert,2025-01-03,Hollywood Bowl,London,Japan,Pop,Drake,,$70 - $436,Concert,10912,Cancelled,https://mockticketmaster.com/event/22524,Mock Promoter 7
Adele Festival,2024-10-30,O2 Arena,New York,Japan,R&B,BTS,"The Weeknd, Taylor Swift, Ed Sheeran",$181 - $423,Concert,61619,Cancelled,https://mockticketmaster.com/event/59139,Mock Promoter 4
Drake Concert,2024-08-02,Hollywood Bowl,Mumbai,Australia,Country,Taylor Swift,,$49 - $313,Concert,97619,Postponed,https://mockticketmaster.com/event/76048,Mock Promoter 4
Beyoncé Festival,2024-09-16,Madison Square Garden,Mumbai,USA,Pop,Taylor Swift,"Taylor Swift, Billie Eilish",$193 - $432,Festival,18994,Cancelled,https://mockticketmaster.com/event/36115,Mock Promoter 9
Ed Sheeran Festival,2024-10-14,Sydney Opera House,New York,India,Classical,The Weeknd,"Drake, Adele, BTS",$143 - $320,Festival,15631,Rescheduled,https://mockticketmaster.com/event/10048,Mock Promoter 3
The Weeknd Concert,2024-08-20,Royal Albert Hall,Los Angeles,USA,Electronic,The Weeknd,"Billie Eilish, Beyoncé",$71 - $418,Concert,61136,Scheduled,https://mockticketmaster.com/event/63389,Mock Promoter 4
Beyoncé Festival,2024-12-11,Hollywood Bowl,New York,Japan,Classical,Ed Sheeran,Drake,$185 - $244,Concert,95455,Rescheduled,https://mockticketmaster.com/event/67895,Mock Promoter 8
Taylor Swift Concert,2024-09-12,Hollywood Bowl,Mumbai,USA,Country,Ed Sheeran,"Beyoncé, BTS, The Weeknd",$183 - $469,Concert,65446,Postponed,https://mockticketmaster.com/event/20138,Mock Promoter 4
The Weeknd Concert,2024-12-10,Hollywood Bowl,Tokyo,Australia,Jazz,Billie Eilish,,$69 - $372,Concert,71253,Rescheduled,https://mockticketmaster.com/event/54449,Mock Promoter 1
Drake Concert,2024-08-14,Madison Square Garden,London,Australia,Rock,Billie Eilish,,$23 - $216,Concert,3688,Postponed,https://mockticketmaster.com/event/96873,Mock Promoter 7
Billie Eilish Concert,2025-01-05,Madison Square Garden,Berlin,France,Country,Beyoncé,Beyoncé,$135 - $250,Concert,1229,Postponed,https://mockticketmaster.com/event/89049,Mock Promoter 4
Adele Festival,2024-12-11,Hollywood Bowl,Paris,Germany,Jazz,Drake,Adele,$26 - $286,Festival,36374,Cancelled,https://mockticketmaster.com/event/17064,Mock Promoter 10
Beyoncé Festival,2024-10-24,Hollywood Bowl,New York,Japan,Electronic,Ed Sheeran,"The Weeknd, Ed Sheeran, Adele",$198 - $312,Concert,8476,Scheduled,https://mockticketmaster.com/event/49036,Mock Promoter 1
BTS Concert,2024-08-31,Madison Square Garden,Mumbai,USA,Hip Hop,The Weeknd,Ed Sheeran,$107 - $448,Concert,19970,Postponed,https://mockticketmaster.com/event/89928,Mock Promoter 10
Adele Concert,2024-12-20,O2 Arena,New York,UK,Classical,Beyoncé,Billie Eilish,$103 - $303,Festival,23843,Cancelled,https://mockticketmaster.com/event/66988,Mock Promoter 9
Beyoncé Festival,2024-11-08,Sydney Opera House,Sydney,Australia,Rock,Adele,,$162 - $416,Festival,72633,Postponed,https://mockticketmaster.com/event/73138,Mock Promoter 7
Billie Eilish Concert,2024-08-23,O2 Arena,Los Angeles,Germany,R&B,Beyoncé,"Beyoncé, Taylor Swift",$67 - $335,Concert,74951,Postponed,https://mockticketmaster.com/event/82798,Mock Promoter 3
Billie Eilish Festival,2024-10-29,Sydney Opera House,New York,India,Jazz,The Weeknd,Billie Eilish,$130 - $247,Concert,51280,Scheduled,https://mockticketmaster.com/event/38688,Mock Promoter 3
Drake Concert,2024-09-08,Royal Albert Hall,Sydney,France,Electronic,Adele,"BTS, Beyoncé",$47 - $447,Festival,97405,Postponed,https://mockticketmaster.com/event/97821,Mock Promoter 2
Taylor Swift Concert,2024-08-19,Royal Albert Hall,Tokyo,France,R&B,BTS,"Ed Sheeran, Drake, Taylor Swift",$138 - $478,Festival,56854,Rescheduled,https://mockticketmaster.com/event/47836,Mock Promoter 5
Billie Eilish Festival,2024-11-22,Sydney Opera House,Sydney,Japan,Rock,Ed Sheeran,Ed Sheeran,$25 - $299,Concert,55520,Scheduled,https://mockticketmaster.com/event/88654,Mock Promoter 7
Billie Eilish Concert,2024-09-17,Sydney Opera House,Los Angeles,UK,Electronic,Beyoncé,"Adele, Taylor Swift, The Weeknd",$42 - $380,Concert,78732,Cancelled,https://mockticketmaster.com/event/36767,Mock Promoter 7
Ed Sheeran Concert,2025-01-18,Royal Albert Hall,Tokyo,UK,Rock,Beyoncé,"Adele, Taylor Swift, The Weeknd",$142 - $278,Concert,65997,Scheduled,https://mockticketmaster.com/event/28065,Mock Promoter 3
Drake Festival,2024-12-07,Madison Square Garden,Los Angeles,Germany,Pop,Taylor Swift,"Drake, The Weeknd, Billie Eilish",$180 - $418,Festival,52169,Postponed,https://mockticketmaster.com/event/29304,Mock Promoter 10
Taylor Swift Festival,2024-08-01,Madison Square Garden,London,UK,Jazz,Taylor Swift,"The Weeknd, Adele, BTS",$132 - $302,Concert,21569,Cancelled,https://mockticketmaster.com/event/14933,Mock Promoter 4
Drake Concert,2024-11-21,Madison Square Garden,Mumbai,Japan,Rock,Ed Sheeran,,$95 - $224,Festival,93467,Cancelled,https://mockticketmaster.com/event/82661,Mock Promoter 4
Adele Concert,2024-11-21,Hollywood Bowl,Sydney,USA,Hip Hop,Billie Eilish,,$28 - $498,Festival,91006,Rescheduled,https://mockticketmaster.com/event/97354,Mock Promoter 3
Ed Sheeran Festival,2024-08-31,Hollywood Bowl,Berlin,Germany,Electronic,Ed Sheeran,,$179 - $305,Concert,61220,Postponed,https://mockticketmaster.com/event/67336,Mock Promoter 1
Taylor Swift Festival,2024-08-03,Royal Albert Hall,Mumbai,France,Pop,Ed Sheeran,"Ed Sheeran, Billie Eilish",$128 - $493,Festival,72634,Scheduled,https://mockticketmaster.com/event/40134,Mock Promoter 9
Drake Festival,2024-08-31,Royal Albert Hall,London,UK,Pop,Drake,"Ed Sheeran, Beyoncé",$123 - $297,Concert,68055,Postponed,https://mockticketmaster.com/event/83546,Mock Promoter 10
Adele Festival,2024-12-19,Royal Albert Hall,Mumbai,Australia,Pop,Billie Eilish,Ed Sheeran,$162 - $449,Concert,7418,Scheduled,https://mockticketmaster.com/event/52984,Mock Promoter 3
The Weeknd Concert,2025-01-05,Hollywood Bowl,Paris,UK,Hip Hop,BTS,"Billie Eilish, Adele",$76 - $354,Festival,89745,Scheduled,https://mockticketmaster.com/event/36276,Mock Promoter 6
Ed Sheeran Festival,2024-10-18,Sydney Opera House,Tokyo,USA,Rock,The Weeknd,"Drake, BTS",$60 - $492,Festival,80729,Postponed,https://mockticketmaster.com/event/47923,Mock Promoter 1
Billie Eilish Festival,2024-10-09,Madison Square Garden,New York,USA,Electronic,Adele,"Adele, Beyoncé, The Weeknd",$28 - $449,Concert,41397,Scheduled,https://mockticketmaster.com/event/63157,Mock Promoter 4
Beyoncé Concert,2024-10-29,Madison Square Garden,Los Angeles,France,Electronic,Drake,,$27 - $263,Concert,10542,Rescheduled,https://mockticketmaster.com/event/32602,Mock Promoter 7
Billie Eilish Festival,2024-09-09,Hollywood Bowl,Los Angeles,France,Country,Drake,,$69 - $439,Concert,28974,Scheduled,https://mockticketmaster.com/event/26685,Mock Promoter 1
Taylor Swift Festival,2024-09-18,Royal Albert Hall,Mumbai,France,Hip Hop,The Weeknd,,$58 - $497,Concert,60780,Rescheduled,https://mockticketmaster.com/event/78600,Mock Promoter 6
Taylor Swift Festival,2024-11-22,O2 Arena,Los Angeles,France,Jazz,Billie Eilish,"Ed Sheeran, Billie Eilish",$86 - $371,Festival,69125,Postponed,https://mockticketmaster.com/event/93708,Mock Promoter 3
Ed Sheeran Concert,2024-09-23,Madison Square Garden,Paris,Australia,Country,Billie Eilish,,$110 - $319,Festival,21484,Scheduled,https://mockticketmaster.com/event/54171,Mock Promoter 9
The Weeknd Concert,2024-09-26,Hollywood Bowl,New York,Japan,Classical,BTS,Taylor Swift,$196 - $497,Festival,43288,Postponed,https://mockticketmaster.com/event/91753,Mock Promoter 9
Billie Eilish Concert,2024-12-11,Royal Albert Hall,Mumbai,UK,Electronic,The Weeknd,The Weeknd,$36 - $405,Concert,1693,Rescheduled,https://mockticketmaster.com/event/82223,Mock Promoter 4
Taylor Swift Festival,2025-01-22,Sydney Opera House,Berlin,France,Jazz,Ed Sheeran,"Adele, Ed Sheeran",$128 - $375,Concert,5182,Cancelled,https://mockticketmaster.com/event/35875,Mock Promoter 7
BTS Festival,2024-11-03,O2 Arena,Mumbai,Germany,Electronic,Adele,"BTS, Taylor Swift",$126 - $444,Festival,79559,Cancelled,https://mockticketmaster.com/event/52234,Mock Promoter 5
Taylor Swift Concert,2025-01-26,Sydney Opera House,New York,France,R&B,Taylor Swift,,$53 - $496,Festival,77150,Cancelled,https://mockticketmaster.com/event/56629,Mock Promoter 9
Ed Sheeran Concert,2024-11-11,Hollywood Bowl,Los Angeles,USA,Classical,Taylor Swift,"The Weeknd, Beyoncé, Billie Eilish",$62 - $224,Concert,16019,Cancelled,https://mockticketmaster.com/event/11823,Mock Promoter 2
Beyoncé Festival,2024-09-19,Hollywood Bowl,Sydney,UK,Jazz,The Weeknd,Billie Eilish,$136 - $327,Festival,16974,Scheduled,https://mockticketmaster.com/event/20174,Mock Promoter 7
Billie Eilish Concert,2024-10-25,Royal Albert Hall,Paris,USA,Classical,The Weeknd,"Drake, Beyoncé, Taylor Swift",$68 - $268,Festival,49562,Rescheduled,https://mockticketmaster.com/event/36031,Mock Promoter 4
Taylor Swift Festival,2024-12-27,Royal Albert Hall,Paris,Australia,Electronic,Billie Eilish,Ed Sheeran,$187 - $354,Concert,40771,Postponed,https://mockticketmaster.com/event/81136,Mock Promoter 6
Billie Eilish Concert,2025-01-11,Hollywood Bowl,Berlin,Germany,Country,Drake,"Billie Eilish, BTS, Adele",$44 - $348,Concert,45157,Postponed,https://mockticketmaster.com/event/12697,Mock Promoter 7
Taylor Swift Concert,2024-11-16,Hollywood Bowl,London,Germany,Pop,Adele,"Ed Sheeran, Drake",$163 - $339,Concert,85718,Cancelled,https://mockticketmaster.com/event/91471,Mock Promoter 4
The Weeknd Concert,2025-01-14,Royal Albert Hall,Berlin,Japan,Classical,Billie Eilish,The Weeknd,$174 - $433,Festival,84293,Postponed,https://mockticketmaster.com/event/10555,Mock Promoter 9
BTS Festival,2024-10-13,Royal Albert Hall,Sydney,Japan,Rock,The Weeknd,"Beyoncé, Adele",$82 - $300,Festival,46758,Postponed,https://mockticketmaster.com/event/49545,Mock Promoter 3
Adele Festival,2024-08-18,Royal Albert Hall,Los Angeles,UK,R&B,Taylor Swift,,$20 - $440,Festival,99667,Cancelled,https://mockticketmaster.com/event/75627,Mock Promoter 5
BTS Festival,2024-11-04,Hollywood Bowl,Paris,France,Jazz,Drake,"BTS, Billie Eilish",$88 - $264,Concert,52038,Cancelled,https://mockticketmaster.com/event/16331,Mock Promoter 6
Ed Sheeran Festival,2024-09-24,Royal Albert Hall,Paris,UK,R&B,Billie Eilish,"BTS, Billie Eilish",$126 - $215,Concert,41561,Cancelled,https://mockticketmaster.com/event/22608,Mock Promoter 4
Beyoncé Festival,2024-10-08,Sydney Opera House,London,Japan,Rock,Drake,"The Weeknd, Drake, Adele",$111 - $488,Concert,65851,Rescheduled,https://mockticketmaster.com/event/11744,Mock Promoter 1
The Weeknd Festival,2024-08-08,O2 Arena,Berlin,UK,Jazz,Drake,"Beyoncé, Ed Sheeran, Taylor Swift",$85 - $226,Festival,80558,Postponed,https://mockticketmaster.com/event/15298,Mock Promoter 1
Taylor Swift Festival,2024-12-19,Madison Square Garden,Sydney,UK,Classical,The Weeknd,,$39 - $203,Concert,54526,Rescheduled,https://mockticketmaster.com/event/26186,Mock Promoter 6
Billie Eilish Festival,2024-08-07,Hollywood Bowl,New York,Germany,Rock,Billie Eilish,,$86 - $349,Festival,58384,Postponed,https://mockticketmaster.com/event/83700,Mock Promoter 6
Drake Concert,2024-11-10,Sydney Opera House,Mumbai,USA,Country,Drake,The Weeknd,$182 - $433,Concert,33010,Postponed,https://mockticketmaster.com/event/14274,Mock Promoter 2
Drake Festival,2024-12-17,Hollywood Bowl,Sydney,Germany,Jazz,The Weeknd,"BTS, Drake",$105 - $442,Concert,34523,Cancelled,https://mockticketmaster.com/event/21982,Mock Promoter 10
The Weeknd Concert,2024-12-18,O2 Arena,Mumbai,Australia,Electronic,BTS,"Drake, Billie Eilish, Beyoncé",$46 - $341,Festival,49612,Rescheduled,https://mockticketmaster.com/event/30477,Mock Promoter 4
Billie Eilish Festival,2024-10-16,Royal Albert Hall,Tokyo,France,Hip Hop,Taylor Swift,"Billie Eilish, BTS, Adele",$196 - $357,Festival,38704,Rescheduled,https://mockticketmaster.com/event/59814,Mock Promoter 1
Ed Sheeran Concert,2025-01-12,Madison Square Garden,Mumbai,USA,Jazz,Billie Eilish,"Adele, BTS, Beyoncé",$155 - $466,Concert,4743,Rescheduled,https://mockticketmaster.com/event/42715,Mock Promoter 3
Adele Concert,2024-10-12,Royal Albert Hall,Berlin,Japan,Pop,Ed Sheeran,"Adele, Beyoncé",$154 - $367,Festival,39048,Scheduled,https://mockticketmaster.com/event/74178,Mock Promoter 3
Taylor Swift Festival,2024-10-31,Madison Square Garden,Mumbai,UK,Jazz,Billie Eilish,,$166 - $457,Festival,20658,Scheduled,https://mockticketmaster.com/event/36827,Mock Promoter 7
Beyoncé Concert,2024-09-22,Royal Albert Hall,Berlin,USA,Country,Ed Sheeran,"Billie Eilish, The Weeknd",$196 - $482,Concert,9525,Rescheduled,https://mockticketmaster.com/event/20994,Mock Promoter 4
Drake Festival,2024-12-19,Sydney Opera House,Tokyo,USA,Classical,The Weeknd,,$132 - $458,Concert,79886,Rescheduled,https://mockticketmaster.com/event/34335,Mock Promoter 1
Adele Concert,2025-01-04,Royal Albert Hall,London,Australia,Rock,Drake,,$96 - $270,Festival,69884,Scheduled,https://mockticketmaster.com/event/36695,Mock Promoter 4
Adele Concert,2024-12-27,O2 Arena,Berlin,France,Jazz,BTS,Adele,$79 - $402,Concert,73208,Cancelled,https://mockticketmaster.com/event/67369,Mock Promoter 9
Beyoncé Festival,2024-10-06,Sydney Opera House,Mumbai,India,Pop,Adele,Taylor Swift,$178 - $468,Festival,9525,Rescheduled,https://mockticketmaster.com/event/55673,Mock Promoter 5
Taylor Swift Festival,2024-09-15,O2 Arena,Tokyo,India,R&B,The Weeknd,The Weeknd,$131 - $437,Festival,27256,Postponed,https://mockticketmaster.com/event/30956,Mock Promoter 7
Ed Sheeran Festival,2024-12-02,Sydney Opera House,New York,Australia,Classical,The Weeknd,"Billie Eilish, Ed Sheeran",$72 - $357,Festival,25679,Cancelled,https://mockticketmaster.com/event/71046,Mock Promoter 6
Ed Sheeran Concert,2024-08-01,Madison Square Garden,Tokyo,Japan,Rock,Beyoncé,,$51 - $370,Concert,95978,Rescheduled,https://mockticketmaster.com/event/38032,Mock Promoter 8
Drake Festival,2025-01-05,Sydney Opera House,Mumbai,France,Pop,Taylor Swift,"Drake, Ed Sheeran, Billie Eilish",$151 - $459,Concert,73754,Rescheduled,https://mockticketmaster.com/event/89485,Mock Promoter 5
